"Score","Category","File","FullPath","LineNumber","SuggestedRange","MatchedPattern","Code"
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10298","10295-10306","report","detailed_html = build_detailed_progress_report_html("
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10308","10305-10316","report","detailed_docx = build_detailed_progress_report_docx_bytes("
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10329","10326-10337","download_button","c1.download_button("
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10336","10333-10344","download_button","c2.download_button("
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10343","10340-10351","download_button","c3.download_button("
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10350","10347-10358","download_button","c4.download_button("
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10874","10871-10882","output","""<div class='claims-surface'><div class='claims-surface-title'>Export Outputs</div><div class='claims-surface-body'>Export the stored contract knowledge base, mapped evidence, and the generated claim draft into management-ready and claim-ready formats.</div></div>"","
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10894","10891-10902","reportlab; report","claim_pdf_bytes = ccc.build_claim_draft_pdf_bytes(claim_payload) if claim_payload and REPORTLAB_AVAILABLE else b"""""
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10920","10917-10928","download_button","export_col1.download_button("
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10928","10925-10936","download_button","export_col2.download_button("
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10936","10933-10944","download_button","export_col3.download_button("
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10946","10943-10954","download_button","export_col4.download_button("
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10954","10951-10962","download_button","export_col5.download_button("
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10962","10959-10970","download_button","export_col6.download_button("
"4","Report generation or export","dashboard.py","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dashboard.py","10963","10960-10971","report","""Download HTML Report"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","110","107-118","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","129","126-137","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","148","145-156","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","167","164-175","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","186","183-194","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","205","202-213","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","224","221-232","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","243","240-251","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","262","259-270","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","281","278-289","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","300","297-308","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","319","316-327","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","338","335-346","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","357","354-365","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","376","373-384","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","395","392-403","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","414","411-422","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","433","430-441","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","452","449-460","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","471","468-479","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","479","476-487","report","""section_name"": ""Download Reports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","509","506-517","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","547","544-555","output","""output_file_where_used"": ""selected-project-prefixed HTML download"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","566","563-574","pptx; output","""output_file_where_used"": ""selected-project-prefixed HTML/PPTX downloads"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","582","579-590","report","""transformation_logic"": ""Build report package from active project metrics and tables"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","585","582-593","output","""output_file_where_used"": ""selected-project-prefixed XLSX/HTML/DOCX downloads"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","589","586-597","report","""responsible_module_function"": ""dashboard.build_detailed_progress_report_package"""
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","604","601-612","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","623","620-631","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","642","639-650","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","data_lineage.json","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\data_lineage.json","661","658-667","output","""output_file_where_used"": ""Streamlit and selected-project exports"","
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","36","33-44","generate_report; report","""generate_report"","
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","37","34-45","create_report; report","""create_report"","
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","38","35-46","build_report; report","""build_report"","
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","39","36-47","render_report; report","""render_report"","
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","40","37-48","export_report; report","""export_report"","
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","46","43-54","download_button","""download_button"","
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","47","44-55","download_link","""download_link"","
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","48","45-56","savefig","""savefig"","
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","49","46-57","write_html","""write_html"","
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","50","47-58","write_pdf","""write_pdf"","
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","61","58-69","xlsxwriter","""xlsxwriter"","
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","161","158-169","report","$Category = ""Report generation or export"""
"4","Report generation or export","dr.ps1","C:\Users\pc\OneDrive\Documents\Project Intelligence Hub\dr.ps1","171","168-179","output; report","$Category = ""Generated report or output format"""
